,Position,Symbol,Lots,Lots Change/Max,Entry Execution,Entry Signal,Entry Bar,Entry Date,Entry Time,Entry Price,Entry Commission,Exit Execution,Exit Signal,Exit Bar,Exit Date,Exit Time,Exit Price,Exit Commission,Weighted entry price,P/L,P/L per trade,P/L per lot,Fixed P/L,Open P/L,Bars Held,Profit/Bar,Gross Profit/loss,% of Change,MAE,MAE %,MFE,MFE %
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 179 980,06.11.2021,07:32:00,4 462.90,+0.03570320,Normal,"sS",2 180 717,06.11.2021,19:49:00,4 476.00,+0.03580800,4 462.90000000,-0.20251120,-0.13100000,-20.25112000,-0.20251120,+0.00000000,737,-0.00027478,9 334.65806888,-0.45,-34.15,-0.77%,+141.50,3.17%
-,"Long","ETHUSDT",+0.65,+0.65,Normal,"B",2 180 717,06.11.2021,19:49:00,4 476.00,+2.32752000,Normal,"sB",2 186 538,10.11.2021,20:50:00,4 639.75,+2.41267000,4 476.00000000,+101.69731000,+106.43750000,+156.45740000,+101.69731000,+0.00000000,5 821,+0.01747076,9 436.35537888,+3.50,-0.05,-0.00%,+402.35,8.99%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 186 538,10.11.2021,20:50:00,4 639.75,+0.03711800,Normal,"sS",2 187 616,11.11.2021,14:48:00,4 740.85,+0.03792680,4 639.75000000,-1.08604480,-1.01100000,-108.60448000,-1.08604480,+0.00000000,1 078,-0.00100746,9 435.26933408,-2.34,-139.55,-3.01%,+189.75,4.09%
-,"Long","ETHUSDT",+0.61,+0.61,Normal,"B",2 187 616,11.11.2021,14:48:00,4 740.85,+2.31353480,Normal,"sB",2 188 823,12.11.2021,10:55:00,4 624.55,+2.25678040,4 740.85000000,-75.51331520,-70.94300000,-123.79232000,-75.51331520,+0.00000000,1 207,-0.06256281,9 359.75601888,-2.61,-135.85,-2.87%,+68.80,1.45%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 188 823,12.11.2021,10:55:00,4 624.55,+0.03699640,Normal,"sS",2 190 460,13.11.2021,14:12:00,4 654.55,+0.03723640,4 624.55000000,-0.37423280,-0.30000000,-37.42328000,-0.37423280,+0.00000000,1 637,-0.00022861,9 359.38178608,-0.81,-85.75,-1.85%,+112.55,2.43%
-,"Long","ETHUSDT",+0.62,+0.62,Normal,"B",2 190 460,13.11.2021,14:12:00,4 654.55,+2.30865680,Normal,"sB",2 191 253,14.11.2021,03:25:00,4 630.50,+2.29672800,4 654.55000000,-19.51638480,-14.91100000,-31.47804000,-19.51638480,+0.00000000,793,-0.02461083,9 339.86540128,-0.68,-33.95,-0.73%,+49.00,1.05%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 191 253,14.11.2021,03:25:00,4 630.50,+0.03704400,Normal,"sS",2 192 484,14.11.2021,23:56:00,4 633.75,+0.03707000,4 630.50000000,-0.10661400,-0.03250000,-10.66140000,-0.10661400,+0.00000000,1 231,-0.00008661,9 339.75878728,-0.23,-28.50,-0.62%,+110.50,2.39%
-,"Long","ETHUSDT",+0.62,+0.62,Normal,"B",2 192 484,14.11.2021,23:56:00,4 633.75,+2.29834000,Normal,"sB",2 193 498,15.11.2021,16:50:00,4 605.15,+2.28415440,4 633.75000000,-22.31449440,-17.73200000,-35.99112000,-22.31449440,+0.00000000,1 014,-0.02200640,9 317.44429288,-0.78,-28.60,-0.62%,+137.25,2.96%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 193 498,15.11.2021,16:50:00,4 605.15,+0.03684120,Normal,"sS",2 199 141,19.11.2021,14:53:00,4 227.00,+0.03381600,4 605.15000000,+3.71084280,+3.78150000,+371.08428000,+3.71084280,+0.00000000,5 643,+0.00065760,9 321.15513568,+8.06,-22.10,-0.48%,+646.95,14.05%
-,"Long","ETHUSDT",+0.68,+0.68,Normal,"B",2 199 141,19.11.2021,14:53:00,4 227.00,+2.29948800,Normal,"sB",2 202 571,22.11.2021,00:03:00,4 258.55,+2.31665120,4 227.00000000,+16.83786080,+21.45400000,+24.76156000,+16.83786080,+0.00000000,3 430,+0.00490900,9 337.99299648,+0.59,-25.50,-0.60%,+210.20,4.97%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 202 571,22.11.2021,00:03:00,4 258.55,+0.03406840,Normal,"sS",2 204 635,23.11.2021,10:27:00,4 221.35,+0.03377080,4 258.55000000,+0.30416080,+0.37200000,+30.41608000,+0.30416080,+0.00000000,2 064,+0.00014736,9 338.29715728,+0.71,-68.35,-1.61%,+240.00,5.64%
-,"Long","ETHUSDT",+0.68,+0.68,Normal,"B",2 204 635,23.11.2021,10:27:00,4 221.35,+2.29641440,Normal,"sB",2 206 289,24.11.2021,14:01:00,4 207.10,+2.28866240,4 221.35000000,-14.27507680,-9.69000000,-20.99276000,-14.27507680,+0.00000000,1 654,-0.00863064,9 324.02208048,-0.50,-98.75,-2.34%,+165.70,3.93%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 206 289,24.11.2021,14:01:00,4 207.10,+0.03365680,Normal,"sS",2 206 712,24.11.2021,21:04:00,4 267.40,+0.03413920,4 207.10000000,-0.67079600,-0.60300000,-67.07960000,-0.67079600,+0.00000000,423,-0.00158581,9 323.35128448,-1.59,-76.15,-1.81%,+38.60,0.92%
-,"Long","ETHUSDT",+0.68,+0.68,Normal,"B",2 206 712,24.11.2021,21:04:00,4 267.40,+2.32146560,Normal,"sB",2 208 799,26.11.2021,07:51:00,4 322.00,+2.35116800,4 267.40000000,+32.45536640,+37.12800000,+47.72848000,+32.45536640,+0.00000000,2 087,+0.01555121,9 355.80665088,+1.12,-28.75,-0.67%,+298.25,6.99%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 208 799,26.11.2021,07:51:00,4 322.00,+0.03457600,Normal,"sS",2 212 514,28.11.2021,21:46:00,4 209.70,+0.03367760,4 322.00000000,+1.05474640,+1.12300000,+105.47464000,+1.05474640,+0.00000000,3 715,+0.00028392,9 356.86139728,+2.44,-20.00,-0.46%,+412.30,9.54%
-,"Long","ETHUSDT",+0.69,+0.69,Normal,"B",2 212 514,28.11.2021,21:46:00,4 209.70,+2.32375440,Normal,"sB",2 217 780,02.12.2021,13:32:00,4 508.00,+2.48841600,4 209.70000000,+201.01482960,+205.82700000,+291.32584000,+201.01482960,+0.00000000,5 266,+0.03817220,9 557.87622688,+6.92,-0.90,-0.02%,+576.10,13.69%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 217 780,02.12.2021,13:32:00,4 508.00,+0.03606400,Normal,"sS",2 218 757,03.12.2021,05:49:00,4 574.55,+0.03659640,4 508.00000000,-0.73816040,-0.66550000,-73.81604000,-0.73816040,+0.00000000,977,-0.00075554,9 557.13806648,-1.64,-130.35,-2.89%,+70.50,1.56%
-,"Long","ETHUSDT",+0.63,+0.63,Normal,"B",2 218 757,03.12.2021,05:49:00,4 574.55,+2.30557320,Normal,"sB",2 219 310,03.12.2021,15:02:00,4 513.50,+2.27480400,4 574.55000000,-43.04187720,-38.46150000,-68.32044000,-43.04187720,+0.00000000,553,-0.07783341,9 514.09618928,-1.49,-61.05,-1.33%,+84.45,1.85%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 219 310,03.12.2021,15:02:00,4 513.50,+0.03610800,Normal,"sS",2 223 726,06.12.2021,16:38:00,4 143.45,+0.03314760,4 513.50000000,+3.63124440,+3.70050000,+363.12444000,+3.63124440,+0.00000000,4 416,+0.00082229,9 517.72743368,+8.05,-12.75,-0.28%,1 143.50,25.34%
-,"Long","ETHUSDT",+0.7,+0.7,Normal,"B",2 223 726,06.12.2021,16:38:00,4 143.45,+2.32033200,Normal,"sB",2 227 979,09.12.2021,15:31:00,4 148.00,+2.32288000,4 143.45000000,-1.45821200,+3.18500000,-2.08316000,-1.45821200,+0.00000000,4 253,-0.00034287,9 516.26922168,-0.05,+0.00,0.00%,+363.85,8.78%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 227 979,09.12.2021,15:31:00,4 148.00,+0.03318400,Normal,"sS",2 232 394,12.12.2021,17:06:00,4 074.30,+0.03259440,4 148.00000000,+0.67122160,+0.73700000,+67.12216000,+0.67122160,+0.00000000,4 415,+0.00015203,9 516.94044328,+1.62,-84.00,-2.03%,+344.25,8.30%
-,"Long","ETHUSDT",+0.71,+0.71,Normal,"B",2 232 394,12.12.2021,17:06:00,4 074.30,+2.31420240,Normal,"sB",2 232 881,13.12.2021,01:13:00,4 005.70,+2.27523760,4 074.30000000,-53.29544000,-48.70600000,-75.06400000,-53.29544000,+0.00000000,487,-0.10943622,9 463.64500328,-1.84,-102.30,-2.51%,+98.45,2.42%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 232 881,13.12.2021,01:13:00,4 005.70,+0.03204560,Normal,"sS",2 236 199,15.12.2021,08:31:00,3 886.60,+0.03109280,4 005.70000000,+1.12786160,+1.19100000,+112.78616000,+1.12786160,+0.00000000,3 318,+0.00033992,9 464.77286488,+2.82,-37.50,-0.94%,+344.60,8.60%
-,"Long","ETHUSDT",+0.75,+0.75,Normal,"B",2 236 199,15.12.2021,08:31:00,3 886.60,+2.33196000,Normal,"sB",2 236 578,15.12.2021,14:50:00,3 771.20,+2.26272000,3 886.60000000,-91.14468000,-86.55000000,-121.52624000,-91.14468000,+0.00000000,379,-0.24048728,9 373.62818488,-3.13,-122.75,-3.16%,+10.40,0.27%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 236 578,15.12.2021,14:50:00,3 771.20,+0.03016960,Normal,"sS",2 236 835,15.12.2021,19:07:00,3 938.10,+0.03150480,3 771.20000000,-1.73067440,-1.66900000,-173.06744000,-1.73067440,+0.00000000,257,-0.00673414,9 371.89751048,-4.59,-166.90,-4.43%,+135.15,3.58%
-,"Long","ETHUSDT",+0.74,+0.74,Normal,"B",2 236 835,15.12.2021,19:07:00,3 938.10,+2.33135520,Normal,"sB",2 239 184,17.12.2021,10:16:00,3 855.00,+2.28216000,3 938.10000000,-66.10751520,-61.49400000,-89.33448000,-66.10751520,+0.00000000,2 349,-0.02814283,9 305.78999528,-2.27,-88.10,-2.24%,+196.90,5.00%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 239 184,17.12.2021,10:16:00,3 855.00,+0.03084000,Normal,"sS",2 240 610,18.12.2021,10:02:00,3 943.45,+0.03154760,3 855.00000000,-0.94688760,-0.88450000,-94.68876000,-0.94688760,+0.00000000,1 426,-0.00066402,9 304.84310768,-2.46,-118.50,-3.07%,+160.50,4.16%
-,"Long","ETHUSDT",+0.73,+0.73,Normal,"B",2 240 610,18.12.2021,10:02:00,3 943.45,+2.30297480,Normal,"sB",2 242 065,19.12.2021,10:17:00,3 896.45,+2.27552680,3 943.45000000,-38.88850160,-34.31000000,-53.27192000,-38.88850160,+0.00000000,1 455,-0.02672749,9 265.95460608,-1.35,-69.45,-1.76%,+122.20,3.10%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 242 065,19.12.2021,10:17:00,3 896.45,+0.03117160,Normal,"sS",2 244 109,20.12.2021,20:21:00,3 903.20,+0.03122560,3 896.45000000,-0.12989720,-0.06750000,-12.98972000,-0.12989720,+0.00000000,2 044,-0.00006355,9 265.82470888,-0.33,-100.70,-2.58%,+145.70,3.74%
-,"Long","ETHUSDT",+0.74,+0.74,Normal,"B",2 244 109,20.12.2021,20:21:00,3 903.20,+2.31069440,Normal,"sB",2 247 230,23.12.2021,00:22:00,3 926.05,+2.32422160,3 903.20000000,+12.27408400,+16.90900000,+16.58660000,+12.27408400,+0.00000000,3 121,+0.00393274,9 278.09879288,+0.42,-26.20,-0.67%,+174.65,4.47%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 247 230,23.12.2021,00:22:00,3 926.05,+0.03140840,Normal,"sS",2 248 216,23.12.2021,16:48:00,3 979.80,+0.03183840,3 926.05000000,-0.60074680,-0.53750000,-60.07468000,-0.60074680,+0.00000000,986,-0.00060928,9 277.49804608,-1.53,-80.15,-2.04%,+35.50,0.90%
-,"Long","ETHUSDT",+0.73,+0.73,Normal,"B",2 248 217,23.12.2021,16:49:00,3 975.10,+2.32145840,Normal,"sB",2 250 271,25.12.2021,03:03:00,4 031.85,+2.35460040,3 975.10000000,+36.75144120,+41.42750000,+50.34444000,+36.75144120,+0.00000000,2 054,+0.01789262,9 314.24948728,+1.27,-1.25,-0.03%,+176.35,4.44%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 250 271,25.12.2021,03:03:00,4 031.85,+0.03225480,Normal,"sS",2 250 850,25.12.2021,12:42:00,4 095.15,+0.03276120,4 031.85000000,-0.69801600,-0.63300000,-69.80160000,-0.69801600,+0.00000000,579,-0.00120555,9 313.55147128,-1.73,-72.15,-1.79%,+9.60,0.24%
-,"Long","ETHUSDT",+0.71,+0.71,Normal,"B",2 250 850,25.12.2021,12:42:00,4 095.15,+2.32604520,Normal,"sB",2 251 688,26.12.2021,02:40:00,4 058.35,+2.30514280,4 095.15000000,-30.75918800,-26.12800000,-43.32280000,-30.75918800,+0.00000000,838,-0.03670547,9 282.79228328,-1.06,-60.45,-1.48%,+42.85,1.05%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 251 688,26.12.2021,02:40:00,4 058.35,+0.03246680,Normal,"sS",2 252 830,26.12.2021,21:42:00,4 094.00,+0.03275200,4 058.35000000,-0.42171880,-0.35650000,-42.17188000,-0.42171880,+0.00000000,1 142,-0.00036928,9 282.37056448,-1.04,-36.20,-0.89%,+53.50,1.32%
-,"Long","ETHUSDT",+0.71,+0.71,Normal,"B",2 252 830,26.12.2021,21:42:00,4 094.00,+2.32539200,Normal,"sB",2 253 429,27.12.2021,07:41:00,4 055.60,+2.30358080,4 094.00000000,-31.89297280,-27.26400000,-44.91968000,-31.89297280,+0.00000000,599,-0.05324369,9 250.47759168,-1.10,-46.80,-1.14%,+10.85,0.27%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 253 508,27.12.2021,09:00:00,4 038.80,+0.03231040,Normal,"sS",2 253 727,27.12.2021,12:39:00,4 086.85,+0.03269480,4 038.80000000,-0.54550520,-0.48050000,-54.55052000,-0.54550520,+0.00000000,219,-0.00249089,9 249.93208648,-1.35,-56.20,-1.39%,+2.80,0.07%
-,"Long","ETHUSDT",+0.71,+0.71,Normal,"B",2 253 728,27.12.2021,12:40:00,4 087.95,+2.32195560,Normal,"sB",2 254 289,27.12.2021,22:01:00,4 061.90,+2.30715920,4 087.95000000,-23.12461480,-18.49550000,-32.56988000,-23.12461480,+0.00000000,561,-0.04122035,9 226.80747168,-0.80,-35.70,-0.87%,+38.55,0.94%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 254 289,27.12.2021,22:01:00,4 061.90,+0.03249520,Normal,"sS",2 261 402,01.01.2022,20:34:00,3 766.20,+0.03012960,4 061.90000000,+2.89437520,+2.95700000,+289.43752000,+2.89437520,+0.00000000,7 113,+0.00040691,9 229.70184688,+7.13,-13.10,-0.32%,+481.90,11.86%
-,"Long","ETHUSDT",+0.77,+0.77,Normal,"B",2 261 402,01.01.2022,20:34:00,3 766.20,+2.31997920,Normal,"sB",2 264 003,03.01.2022,15:55:00,3 786.25,+2.33233000,3 766.20000000,+10.78619080,+15.43850000,+14.00804000,+10.78619080,+0.00000000,2 601,+0.00414694,9 240.48803768,+0.37,-51.20,-1.36%,+95.70,2.54%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 264 003,03.01.2022,15:55:00,3 786.25,+0.03029000,Normal,"sS",2 265 140,04.01.2022,10:52:00,3 801.40,+0.03041120,3 786.25000000,-0.21220120,-0.15150000,-21.22012000,-0.21220120,+0.00000000,1 137,-0.00018663,9 240.27583648,-0.56,-21.25,-0.56%,+104.90,2.77%
-,"Long","ETHUSDT",+0.76,+0.76,Normal,"B",2 265 140,04.01.2022,10:52:00,3 801.40,+2.31125120,Normal,"sB",2 266 629,05.01.2022,11:41:00,3 794.15,+2.30684320,3 801.40000000,-10.12809440,-5.51000000,-13.32644000,-10.12809440,+0.00000000,1 489,-0.00680194,9 230.14774208,-0.35,-45.00,-1.18%,+92.45,2.43%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 266 629,05.01.2022,11:41:00,3 794.15,+0.03035320,Normal,"sS",2 275 595,11.01.2022,17:07:00,3 235.50,+0.02588400,3 794.15000000,+5.53026280,+5.58650000,+553.02628000,+5.53026280,+0.00000000,8 966,+0.00061680,9 235.67800488,+14.58,-36.55,-0.96%,+867.95,22.88%
-,"Long","ETHUSDT",+0.9,+0.9,Normal,"B",2 275 595,11.01.2022,17:07:00,3 235.50,+2.32956000,Normal,"sB",2 279 548,14.01.2022,11:00:00,3 223.70,+2.32106400,3 235.50000000,-15.27062400,-10.62000000,-16.96736000,-15.27062400,+0.00000000,3 953,-0.00386305,9 220.40738088,-0.52,-60.00,-1.85%,+174.50,5.39%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 279 548,14.01.2022,11:00:00,3 223.70,+0.02578960,Normal,"sS",2 280 071,14.01.2022,19:43:00,3 313.15,+0.02650520,3 223.70000000,-0.94679480,-0.89450000,-94.67948000,-0.94679480,+0.00000000,523,-0.00181032,9 219.46058608,-2.94,-118.75,-3.68%,+39.65,1.23%
-,"Long","ETHUSDT",+0.87,+0.87,Normal,"B",2 280 071,14.01.2022,19:43:00,3 313.15,+2.30595240,Normal,"sB",2 282 436,16.01.2022,11:09:00,3 296.85,+2.29460760,3 313.15000000,-18.78156000,-14.18100000,-21.58800000,-18.78156000,+0.00000000,2 365,-0.00794146,9 200.67902608,-0.65,-53.20,-1.61%,+59.05,1.78%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 282 436,16.01.2022,11:09:00,3 296.85,+0.02637480,Normal,"sS",2 282 611,16.01.2022,14:04:00,3 347.20,+0.02677760,3 296.85000000,-0.55665240,-0.50350000,-55.66524000,-0.55665240,+0.00000000,175,-0.00318087,9 200.12237368,-1.69,-53.90,-1.63%,+25.60,0.78%
-,"Long","ETHUSDT",+0.86,+0.86,Normal,"B",2 282 611,16.01.2022,14:04:00,3 347.20,+2.30287360,Normal,"sB",2 283 426,17.01.2022,03:39:00,3 294.70,+2.26675360,3 347.20000000,-49.71962720,-45.15000000,-57.81352000,-49.71962720,+0.00000000,815,-0.06100568,9 150.40274648,-1.73,-59.20,-1.77%,+46.25,1.38%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 283 426,17.01.2022,03:39:00,3 294.70,+0.02635760,Normal,"sS",2 287 993,20.01.2022,07:46:00,3 145.75,+0.02516600,3 294.70000000,+1.43797640,+1.48950000,+143.79764000,+1.43797640,+0.00000000,4 567,+0.00031486,9 151.84072288,+4.36,-2.95,-0.09%,+250.80,7.61%
-,"Long","ETHUSDT",+0.92,+0.92,Normal,"B",2 287 993,20.01.2022,07:46:00,3 145.75,+2.31527200,Normal,"sB",2 288 833,20.01.2022,21:46:00,3 117.20,+2.29425920,3 145.75000000,-30.87553120,-26.26600000,-33.56036000,-30.87553120,+0.00000000,840,-0.03675658,9 120.96519168,-1.07,-36.45,-1.16%,+126.25,4.01%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 288 833,20.01.2022,21:46:00,3 117.20,+0.02493760,Normal,"sS",2 296 878,26.01.2022,11:51:00,2 535.00,+0.02028000,3 117.20000000,+5.77678240,+5.82200000,+577.67824000,+5.77678240,+0.00000000,8 045,+0.00071806,9 126.74197408,+18.53,-1.60,-0.05%,+962.20,30.87%
-,"Long","ETHUSDT",+1.15,+1.15,Normal,"B",2 296 878,26.01.2022,11:51:00,2 535.00,+2.33220000,Normal,"sB",2 297 493,26.01.2022,22:06:00,2 404.20,+2.21186400,2 535.00000000,-154.96406400,-150.42000000,-134.75136000,-154.96406400,+0.00000000,615,-0.25197409,8 971.77791008,-5.32,-130.80,-5.16%,+185.00,7.30%
-,"Short","ETHUSDT",-0.02,+0.02,Normal,"S",2 297 493,26.01.2022,22:06:00,2 404.20,+0.03846720,Normal,"sS",2 300 287,28.01.2022,20:40:00,2 490.00,+0.03984000,2 404.20000000,-1.79430720,-1.71600000,-89.71536000,-1.79430720,+0.00000000,2 794,-0.00064220,8 969.98360288,-3.73,-113.85,-4.74%,+89.65,3.73%
-,"Long","ETHUSDT",+1.17,+1.17,Normal,"B",2 300 287,28.01.2022,20:40:00,2 490.00,+2.33064000,Normal,"sB",2 303 418,31.01.2022,00:51:00,2 537.10,+2.37472560,2 490.00000000,+50.40163440,+55.10700000,+43.07832000,+50.40163440,+0.00000000,3 131,+0.01609762,9 020.38523728,+1.73,+0.00,0.00%,+152.50,6.12%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 303 418,31.01.2022,00:51:00,2 537.10,+0.02029680,Normal,"sS",2 304 269,31.01.2022,15:02:00,2 588.50,+0.02070800,2 537.10000000,-0.55500480,-0.51400000,-55.50048000,-0.55500480,+0.00000000,851,-0.00065218,9 019.83023248,-2.19,-60.90,-2.40%,+62.10,2.45%
-,"Long","ETHUSDT",+1.12,+1.12,Normal,"B",2 304 269,31.01.2022,15:02:00,2 588.50,+2.31929600,Normal,"sB",2 307 211,02.02.2022,16:04:00,2 648.40,+2.37296640,2 588.50000000,+62.39573760,+67.08800000,+55.71048000,+62.39573760,+0.00000000,2 942,+0.02120861,9 082.22597008,+2.15,-7.30,-0.28%,+223.15,8.62%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 307 211,02.02.2022,16:04:00,2 648.40,+0.02118720,Normal,"sS",2 309 127,04.02.2022,00:00:00,2 694.65,+0.02155720,2 648.40000000,-0.50524440,-0.46250000,-50.52444000,-0.50524440,+0.00000000,1 916,-0.00026370,9 081.72072568,-1.91,-82.60,-3.12%,+73.40,2.77%
-,"Long","ETHUSDT",+1.08,+1.08,Normal,"B",2 309 127,04.02.2022,00:00:00,2 694.65,+2.32817760,Normal,"sB",2 318 965,10.02.2022,19:58:00,3 120.85,+2.69641440,2 694.65000000,+455.27140800,+460.29600000,+421.54760000,+455.27140800,+0.00000000,9 838,+0.04627683,9 536.99213368,+15.64,-24.05,-0.89%,+593.35,22.02%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 318 965,10.02.2022,19:58:00,3 120.85,+0.02496680,Normal,"sS",2 324 381,14.02.2022,14:14:00,2 952.85,+0.02362280,3 120.85000000,+1.63141040,+1.68000000,+163.14104000,+1.63141040,+0.00000000,5 416,+0.00030122,9 538.62354408,+5.23,-16.15,-0.52%,+295.55,9.47%
-,"Long","ETHUSDT",+0.98,+0.98,Normal,"B",2 324 381,14.02.2022,14:14:00,2 952.85,+2.31503440,Normal,"sB",2 324 691,14.02.2022,19:24:00,2 866.80,+2.24757120,2 952.85000000,-88.89160560,-84.32900000,-90.70572000,-88.89160560,+0.00000000,310,-0.28674711,9 449.73193848,-3.07,-86.05,-2.91%,+16.05,0.54%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 324 691,14.02.2022,19:24:00,2 866.80,+0.02293440,Normal,"sS",2 324 867,14.02.2022,22:20:00,2 940.85,+0.02352680,2 866.80000000,-0.78696120,-0.74050000,-78.69612000,-0.78696120,+0.00000000,176,-0.00447137,9 448.94497728,-2.75,-75.40,-2.63%,+9.95,0.35%
-,"Long","ETHUSDT",+0.99,+0.99,Normal,"B",2 324 867,14.02.2022,22:20:00,2 940.85,+2.32915320,Normal,"sB",2 328 414,17.02.2022,09:27:00,3 048.15,+2.41413480,2 940.85000000,+101.48371200,+106.22700000,+102.50880000,+101.48371200,+0.00000000,3 547,+0.02861114,9 550.42868928,+3.49,-30.25,-1.03%,+254.40,8.65%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 328 414,17.02.2022,09:27:00,3 048.15,+0.02438520,Normal,"sS",2 336 475,22.02.2022,23:48:00,2 645.10,+0.02116080,3 048.15000000,+3.98495400,+4.03050000,+398.49540000,+3.98495400,+0.00000000,8 061,+0.00049435,9 554.41364328,+13.07,-36.85,-1.21%,+557.40,18.29%
-,"Long","ETHUSDT",+1.1,+1.1,Normal,"B",2 336 475,22.02.2022,23:48:00,2 645.10,+2.32768800,Normal,"sB",2 337 695,23.02.2022,20:08:00,2 611.15,+2.29781200,2 645.10000000,-41.97050000,-37.34500000,-38.15500000,-41.97050000,+0.00000000,1 220,-0.03440205,9 512.44314328,-1.44,-50.15,-1.90%,+104.85,3.96%
-,"Short","ETHUSDT",-0.01,+0.01,Normal,"S",2 337 695,23.02.2022,20:08:00,2 611.15,+0.02088920,Normal,"sS",2 339 130,24.02.2022,20:03:00,2 634.55,+0.02107640,2 611.15000000,-0.27596560,-0.23400000,-27.59656000,-0.27596560,+0.00000000,1 435,-0.00019231,9 512.16717768,-1.06,-23.40,-0.90%,+310.70,11.90%
-,"Long","ETHUSDT",+1.11,+1.11,Normal,"B",2 339 130,24.02.2022,20:03:00,2 634.55,+2.33948040,Normal,"sB",2 343 426,27.02.2022,19:39:00,2 656.55,+2.35901640,2 634.55000000,+19.72150320,+24.42000000,+17.76712000,+19.72150320,+0.00000000,4 296,+0.00459067,9 531.88868088,+0.67,-92.35,-3.51%,+243.75,9.25%
